Reference_Video,Positive_Video,Reference_Length,Positive_Length,Start_Copy
c02_202102072100.mp4,c02_20210214210259.mp4,125,10395,2908
c02_202102072100.mp4,c02_20210221210316.mp4,125,13751,4865
c02_202102072100.mp4,c02_20210228210354.mp4,125,4460,1091
c02_202102120045.mp4,c02_20210131131825.mp4,156,26095,6198
c02_202102120045.mp4,c02_20210207132059.mp4,156,11805,5346
c02_202102120045.mp4,c02_20210212004200.mp4,156,9403,6300
c02_202102120045.mp4,c02_20210214131837.mp4,156,18962,6656
c02_202102120045.mp4,c02_20210221131847.mp4,156,24536,4054
c02_202102120045.mp4,c02_20210226000828.mp4,156,6706,3775
c02_202102120045.mp4,c02_20210228132124.mp4,156,4222,1064
c02_202102131320.mp4,c02_20210130132008.mp4,20,9259,2126
c02_202102131320.mp4,c02_20210131131825.mp4,20,26095,6643
c02_202102131320.mp4,c02_20210206131631.mp4,20,21753,9550
c02_202102131320.mp4,c02_20210212004200.mp4,20,9403,6745
c02_202102131320.mp4,c02_20210213131938.mp4,20,9949,3610
c02_202102131320.mp4,c02_20210214131837.mp4,20,18962,7101
c02_202102131320.mp4,c02_20210215011238.mp4,20,7429,2639
c02_202102131320.mp4,c02_20210220131535.mp4,20,18608,10615
c02_202102131320.mp4,c02_20210221131847.mp4,20,24536,4499
c02_202102131320.mp4,c02_20210222012606.mp4,20,16506,1442
c02_202102131320.mp4,c02_20210226000828.mp4,20,6706,4220
c02_202102131320.mp4,c02_20210227131726.mp4,20,10902,6374
c03_202101300620.mp4,c03_20210130061810.mp4,83,19328,5640
c03_202101300620.mp4,c03_20210130063045.mp4,83,9165,6631
c03_202101300620.mp4,c03_20210130063734.mp4,83,14348,6203
c03_202101300620.mp4,c03_20210131062726.mp4,83,15395,14245
c03_202101300620.mp4,c03_20210131064401.mp4,83,19950,7705
c03_202101300620.mp4,c03_20210206061859.mp4,83,10215,4196
c03_202101300620.mp4,c03_20210206063259.mp4,83,7872,2594
c03_202101300620.mp4,c03_20210206064138.mp4,83,18486,10246
c03_202101300620.mp4,c03_20210206064259.mp4,83,17974,7816
c03_202101300620.mp4,c03_20210207062543.mp4,83,19264,5306
c03_202101300620.mp4,c03_20210207063927.mp4,83,12676,3743
c03_202101300620.mp4,c03_20210213063155.mp4,83,15517,4630
c03_202101300620.mp4,c03_20210213063243.mp4,83,11259,3190
c03_202101300620.mp4,c03_20210213064504.mp4,83,23645,4060
c03_202101300620.mp4,c03_20210214062044.mp4,83,26036,511
c03_202101300620.mp4,c03_20210214063646.mp4,83,18695,6445
c03_202101300620.mp4,c03_20210215062448.mp4,83,15010,3604
c03_202101300620.mp4,c03_20210216062611.mp4,83,19683,265
c03_202101300620.mp4,c03_20210217062622.mp4,83,20941,739
c03_202101300620.mp4,c03_20210218062611.mp4,83,22290,1477
c03_202101300620.mp4,c03_20210219061203.mp4,83,13454,2583
c03_202101300620.mp4,c03_20210219062928.mp4,83,15281,5842
c03_202101300620.mp4,c03_20210220061238.mp4,83,13244,5181
c03_202101300620.mp4,c03_20210220063217.mp4,83,18933,5176
c03_202101300620.mp4,c03_20210220065150.mp4,83,14622,4815
c03_202101300620.mp4,c03_20210220065201.mp4,83,5001,4485
c03_202101300620.mp4,c03_20210221063922.mp4,83,11747,1963
c03_202101300620.mp4,c03_20210221065158.mp4,83,14532,2348
c03_202101300620.mp4,c03_20210222062423.mp4,83,17049,3812
c03_202101300620.mp4,c03_20210223062557.mp4,83,17645,2072
c03_202101300620.mp4,c03_20210223064201.mp4,83,20134,7491
c03_202101300620.mp4,c03_20210224062631.mp4,83,17764,12733
c03_202101300620.mp4,c03_20210224065132.mp4,83,21845,2136
c03_202101300620.mp4,c03_20210225060832.mp4,83,17587,10488
c03_202101300620.mp4,c03_20210225063047.mp4,83,14769,5145
c03_202101300620.mp4,c03_20210225064818.mp4,83,19533,7932
c03_202101300620.mp4,c03_20210225065224.mp4,83,19386,562
c03_202101300620.mp4,c03_20210226061741.mp4,83,10907,5727
c03_202101300620.mp4,c03_20210226063737.mp4,83,13448,4298
c03_202101300620.mp4,c03_20210226064920.mp4,83,10870,6086
c03_202101300620.mp4,c03_20210228062534.mp4,83,5088,4371
c03_202101300620.mp4,c03_20210228063226.mp4,83,12818,3635
c03_202101300620.mp4,c03_20210228063827.mp4,83,10120,4290
c03_202101300655.mp4,c03_20210130065347.mp4,55,14019,4170
c03_202101300655.mp4,c03_20210131065813.mp4,55,17228,9447
c03_202101300655.mp4,c03_20210207065433.mp4,55,3768,3461
c03_202101300655.mp4,c03_20210213064504.mp4,55,23645,20911
c03_202101300655.mp4,c03_20210213071643.mp4,55,14917,6231
c03_202101300655.mp4,c03_20210214065245.mp4,55,17018,5992
c03_202101300655.mp4,c03_20210214071256.mp4,55,13904,11942
c03_202101300655.mp4,c03_20210220072142.mp4,55,14438,7330
c03_202101300655.mp4,c03_20210221072135.mp4,55,15098,5738
c03_202101300655.mp4,c03_20210228065418.mp4,55,21810,736
c03_202101300720.mp4,c03_20210130071617.mp4,173,5926,5341
c03_202101300720.mp4,c03_20210130072905.mp4,173,12227,3210
c03_202101300720.mp4,c03_20210206070542.mp4,173,22978,1292
c03_202101300720.mp4,c03_20210206072738.mp4,173,7365,3612
c03_202101300720.mp4,c03_20210206073908.mp4,173,19921,3812
c03_202101300720.mp4,c03_20210207070613.mp4,173,15665,3244
c03_202101300720.mp4,c03_20210207073034.mp4,173,6170,1224
c03_202101300720.mp4,c03_20210207074141.mp4,173,12824,2113
c03_202101300720.mp4,c03_20210213071643.mp4,173,14917,5454
c03_202101300720.mp4,c03_20210214071256.mp4,173,13904,11165
c03_202101300720.mp4,c03_20210220072142.mp4,173,14438,6553
c03_202101300720.mp4,c03_20210220074642.mp4,173,20917,3843
c03_202101300720.mp4,c03_20210221072135.mp4,173,15098,4960
c03_202101300720.mp4,c03_20210221074511.mp4,173,11948,4760
c03_202101300720.mp4,c03_20210228065418.mp4,173,21810,21500
c03_202101300720.mp4,c03_20210228072907.mp4,173,2846,673
c03_202101300720.mp4,c03_20210228074010.mp4,173,7072,1683
c03_202101300740.mp4,c03_20210130074348.mp4,58,20642,570
c03_202101300740.mp4,c03_20210130081942.mp4,58,21846,9039
c03_202101300740.mp4,c03_20210201073114.mp4,58,19236,5060
c03_202101300740.mp4,c03_20210202073404.mp4,58,14166,444
c03_202101300740.mp4,c03_20210203073126.mp4,58,23462,4809
c03_202101300740.mp4,c03_20210204073222.mp4,58,18635,3488
c03_202101300740.mp4,c03_20210205073403.mp4,58,4066,1233
c03_202101300740.mp4,c03_20210205074617.mp4,58,16602,15391
c03_202101300740.mp4,c03_20210205075201.mp4,58,9289,5081
c03_202101300740.mp4,c03_20210206073908.mp4,58,19921,7035
c03_202101300740.mp4,c03_20210206082227.mp4,58,12491,3346
c03_202101300740.mp4,c03_20210207074141.mp4,58,12824,5062
c03_202101300740.mp4,c03_20210207082512.mp4,58,18100,442
c03_202101300740.mp4,c03_20210213074443.mp4,58,4157,590
c03_202101300740.mp4,c03_20210213082229.mp4,58,11532,5290
c03_202101300740.mp4,c03_20210214074241.mp4,58,4131,2894
c03_202101300740.mp4,c03_20210214082410.mp4,58,18572,315
c03_202101300740.mp4,c03_20210220074642.mp4,58,20917,7096
c03_202101300740.mp4,c03_20210220082727.mp4,58,17916,6697
c03_202101300740.mp4,c03_20210221074511.mp4,58,11948,7749
c03_202101300740.mp4,c03_20210221082833.mp4,58,16326,1463
c03_202101300740.mp4,c03_20210228074010.mp4,58,7072,3625
c03_202101300740.mp4,c03_20210228082112.mp4,58,11204,3583
c03_202101300740.mp4,c03_20210228082135.mp4,58,20584,2893
c03_202101300815.mp4,c03_20210130074348.mp4,110,20642,12328
c03_202101300815.mp4,c03_20210130080539.mp4,110,20583,8420
c03_202101300815.mp4,c03_20210130081942.mp4,110,21846,6754
c03_202101300815.mp4,c03_20210130083847.mp4,110,22531,10067
c03_202101300815.mp4,c03_20210130084647.mp4,110,19140,7471
c03_202101300815.mp4,c03_20210201073114.mp4,110,19236,16858
c03_202101300815.mp4,c03_20210201074852.mp4,110,18455,8847
c03_202101300815.mp4,c03_20210201080422.mp4,110,6829,4674
c03_202101300815.mp4,c03_20210202073404.mp4,110,14166,12240
c03_202101300815.mp4,c03_20210202075742.mp4,110,14893,5296
c03_202101300815.mp4,c03_20210203073126.mp4,110,23462,16605
c03_202101300815.mp4,c03_20210203074435.mp4,110,12429,4802
c03_202101300815.mp4,c03_20210203074912.mp4,110,16926,8352
c03_202101300815.mp4,c03_20210204073222.mp4,110,18635,15284
c03_202101300815.mp4,c03_20210204075942.mp4,110,12612,1681
c03_202101300815.mp4,c03_20210205074617.mp4,110,16602,2888
c03_202101300815.mp4,c03_20210205075634.mp4,110,15275,8687
c03_202101300815.mp4,c03_20210206073908.mp4,110,19921,18832
c03_202101300815.mp4,c03_20210206080012.mp4,110,11861,4649
c03_202101300815.mp4,c03_20210206082227.mp4,110,12491,186
c03_202101300815.mp4,c03_20210206084200.mp4,110,7581,3690
c03_202101300815.mp4,c03_20210207075053.mp4,110,14975,12157
c03_202101300815.mp4,c03_20210207080846.mp4,110,12346,3705
c03_202101300815.mp4,c03_20210207082512.mp4,110,18100,12238
c03_202101300815.mp4,c03_20210207083421.mp4,110,7934,7627
c03_202101300815.mp4,c03_20210207084009.mp4,110,12639,9046
c03_202101300815.mp4,c03_20210213082229.mp4,110,11532,2970
c03_202101300815.mp4,c03_20210213083810.mp4,110,21903,12584
c03_202101300815.mp4,c03_20210214082410.mp4,110,18572,12111
c03_202101300815.mp4,c03_20210214084024.mp4,110,21749,6618
c03_202101300815.mp4,c03_20210220082727.mp4,110,17916,4107
c03_202101300815.mp4,c03_20210220084724.mp4,110,14324,6321
c03_202101300815.mp4,c03_20210221082833.mp4,110,16326,13260
c03_202101300815.mp4,c03_20210221083805.mp4,110,21154,7968
c03_202101300815.mp4,c03_20210228074635.mp4,110,10817,3881
c03_202101300815.mp4,c03_20210228080504.mp4,110,13391,6156
c03_202101300815.mp4,c03_20210228082112.mp4,110,11204,695
c03_202101300815.mp4,c03_20210228082135.mp4,110,20584,14689
c03_202101300815.mp4,c03_20210228083624.mp4,110,16781,11746
c03_202101300855.mp4,c03_20210130084647.mp4,290,19140,9500
c03_202101300855.mp4,c03_20210206085122.mp4,290,4607,2208
c03_202101300855.mp4,c03_20210207085140.mp4,290,3767,2962
c03_202101300855.mp4,c03_20210207085218.mp4,290,23396,1822
c03_202101300855.mp4,c03_20210207091411.mp4,290,14436,5080
c03_202101300855.mp4,c03_20210207093828.mp4,290,7189,630
c03_202101300855.mp4,c03_20210207093848.mp4,290,19596,30
c03_202101300855.mp4,c03_20210214084024.mp4,290,21749,21281
c03_202101300855.mp4,c03_20210214092213.mp4,290,10216,4171
c03_202101300855.mp4,c03_20210220085634.mp4,290,15786,4493
c03_202101300855.mp4,c03_20210221085421.mp4,290,16030,5051
c03_202101300855.mp4,c03_20210228084754.mp4,290,5242,4942
c03_202101300925.mp4,c03_20210130092137.mp4,142,19208,4350
c03_202101300925.mp4,c03_20210130094118.mp4,142,10451,7169
c03_202101300925.mp4,c03_20210206091313.mp4,142,4458,1287
c03_202101300925.mp4,c03_20210206093000.mp4,142,12999,9327
c03_202101300925.mp4,c03_20210206094347.mp4,142,16810,3657
c03_202101300925.mp4,c03_20210207085218.mp4,142,23396,21082
c03_202101300925.mp4,c03_20210207091411.mp4,142,14436,844
c03_202101300925.mp4,c03_20210207093848.mp4,142,19596,19290
c03_202101300925.mp4,c03_20210207095829.mp4,142,9551,3000
c03_202101300925.mp4,c03_20210213090057.mp4,142,8056,6008
c03_202101300925.mp4,c03_20210213091440.mp4,142,11418,458
c03_202101300925.mp4,c03_20210213093135.mp4,142,17322,8258
c03_202101300925.mp4,c03_20210213095512.mp4,142,12794,4008
c03_202101300925.mp4,c03_20210214090928.mp4,142,26342,7391
c03_202101300925.mp4,c03_20210214092213.mp4,142,10216,3571
c03_202101300925.mp4,c03_20210214093506.mp4,142,8894,261
c03_202101300925.mp4,c03_20210214094307.mp4,142,9529,4961
c03_202101300925.mp4,c03_20210221093438.mp4,142,18995,8751
c03_202101300925.mp4,c03_20210228085709.mp4,142,8892,7562
c03_202101300925.mp4,c03_20210228091606.mp4,142,12315,11711
c03_202101300925.mp4,c03_20210228094310.mp4,142,8030,1260
c03_202101300955.mp4,c03_20210130095731.mp4,46,15966,250
c03_202101300955.mp4,c03_20210201064136.mp4,46,14620,9114
c03_202101300955.mp4,c03_20210202064147.mp4,46,13061,8796
c03_202101300955.mp4,c03_20210203064638.mp4,46,17678,78
c03_202101300955.mp4,c03_20210204064303.mp4,46,12849,6500
c03_202101300955.mp4,c03_20210204064320.mp4,46,12369,5990
c03_202101300955.mp4,c03_20210205064556.mp4,46,17409,1359
c03_202101300955.mp4,c03_20210206095638.mp4,46,15728,2606
c03_202101300955.mp4,c03_20210208064819.mp4,46,11651,8837
c03_202101300955.mp4,c03_20210208100858.mp4,46,18094,5909
c03_202101300955.mp4,c03_20210209065706.mp4,46,21815,7321
c03_202101300955.mp4,c03_20210209070025.mp4,46,17284,1351
c03_202101300955.mp4,c03_20210209071831.mp4,46,14504,6881
c03_202101300955.mp4,c03_20210209073531.mp4,46,15942,941
c03_202101300955.mp4,c03_20210210065642.mp4,46,16781,8244
c03_202101300955.mp4,c03_20210210065748.mp4,46,18607,6264
c03_202101300955.mp4,c03_20210211065947.mp4,46,16356,15166
c03_202101300955.mp4,c03_20210211070731.mp4,46,18550,1266
c03_202101300955.mp4,c03_20210211101132.mp4,46,15672,14068
c03_202101300955.mp4,c03_20210212065700.mp4,46,14143,7267
c03_202101300955.mp4,c03_20210212070048.mp4,46,14196,427
c03_202101300955.mp4,c03_20210212100605.mp4,46,15851,11644
c03_202101300955.mp4,c03_20210212101156.mp4,46,16120,1124
c03_202101300955.mp4,c03_20210213095512.mp4,46,12794,6047
c03_202101300955.mp4,c03_20210214095719.mp4,46,17166,59
c03_202101300955.mp4,c03_20210215063928.mp4,46,6082,1454
c03_202101300955.mp4,c03_20210215065808.mp4,46,16149,8872
c03_202101300955.mp4,c03_20210215071125.mp4,46,20401,9312
c03_202101300955.mp4,c03_20210216064503.mp4,46,11507,3025
c03_202101300955.mp4,c03_20210216100859.mp4,46,19053,882
c03_202101300955.mp4,c03_20210216102104.mp4,46,5864,3632
c03_202101300955.mp4,c03_20210217064422.mp4,46,11948,4447
c03_202101300955.mp4,c03_20210217065648.mp4,46,13993,8067
c03_202101300955.mp4,c03_20210217071419.mp4,46,6230,897
c03_202101300955.mp4,c03_20210217100938.mp4,46,18902,3839
c03_202101300955.mp4,c03_20210217102419.mp4,46,16897,2101
c03_202101300955.mp4,c03_20210218064114.mp4,46,14321,10073
c03_202101300955.mp4,c03_20210218065935.mp4,46,3559,1673
c03_202101300955.mp4,c03_20210218070824.mp4,46,22114,10903
c03_202101300955.mp4,c03_20210219064215.mp4,46,9884,8073
c03_202101300955.mp4,c03_20210222063413.mp4,46,15253,10928
c03_202101300955.mp4,c03_20210222070017.mp4,46,15276,5036
c03_202101300955.mp4,c03_20210222070254.mp4,46,19387,336
c03_202101300955.mp4,c03_20210222100741.mp4,46,14560,4566
c03_202101300955.mp4,c03_20210223065955.mp4,46,10871,4268
c03_202101300955.mp4,c03_20210223071707.mp4,46,16834,9908
c03_202101300955.mp4,c03_20210223071921.mp4,46,14173,5898
c03_202101300955.mp4,c03_20210223072003.mp4,46,13092,4638
c03_202101300955.mp4,c03_20210223100857.mp4,46,16326,6176
c03_202101300955.mp4,c03_20210224065132.mp4,46,21845,19652
c03_202101300955.mp4,c03_20210224071602.mp4,46,15817,222
c03_202101300955.mp4,c03_20210224100812.mp4,46,11831,8618
c03_202101300955.mp4,c03_20210224101235.mp4,46,16509,738
c03_202101300955.mp4,c03_20210225065224.mp4,46,19386,18539
c03_202101300955.mp4,c03_20210225101043.mp4,46,8061,3213
c03_202101300955.mp4,c03_20210225101106.mp4,46,16571,2523
c03_202101300955.mp4,c03_20210226070122.mp4,46,14385,1974
c03_202101300955.mp4,c03_20210226072010.mp4,46,9496,4734
c03_202101300955.mp4,c03_20210226072556.mp4,46,20914,7055
c03_202101300955.mp4,c03_20210226100816.mp4,46,22590,7133
c03_202101300955.mp4,c03_20210228100204.mp4,46,12851,2332
c03_202101301115.mp4,c03_20210130111238.mp4,113,9438,6750
c03_202101301115.mp4,c03_20210130121822.mp4,113,5753,3118
c03_202101301115.mp4,c03_20210130185612.mp4,113,11802,6959
c03_202101301115.mp4,c03_20210130192154.mp4,113,10457,4922
c03_202101301115.mp4,c03_20210130205918.mp4,113,8834,2178
c03_202101301115.mp4,c03_20210131111530.mp4,113,10092,2342
c03_202101301115.mp4,c03_20210131120400.mp4,113,15130,6390
c03_202101301115.mp4,c03_20210131120728.mp4,113,6023,160
c03_202101301115.mp4,c03_20210131185949.mp4,113,7220,417
c03_202101301115.mp4,c03_20210131195442.mp4,113,14504,13491
c03_202101301115.mp4,c03_20210131205827.mp4,113,23011,11910
c03_202101301115.mp4,c03_20210131210415.mp4,113,3890,1480
c03_202101301115.mp4,c03_20210201113330.mp4,113,5294,1484
c03_202101301115.mp4,c03_20210201114538.mp4,113,20138,10780
c03_202101301115.mp4,c03_20210201121753.mp4,113,6733,2075
c03_202101301115.mp4,c03_20210201183321.mp4,113,11925,4884
c03_202101301115.mp4,c03_20210201183523.mp4,113,5088,1224
c03_202101301115.mp4,c03_20210201210057.mp4,113,15486,2613
c03_202101301115.mp4,c03_20210201224645.mp4,113,14227,8113
c03_202101301115.mp4,c03_20210202113028.mp4,113,15789,7679
c03_202101301115.mp4,c03_20210202114641.mp4,113,18068,10544
c03_202101301115.mp4,c03_20210202121220.mp4,113,30320,12942
c03_202101301115.mp4,c03_20210202183719.mp4,113,16901,2576
c03_202101301115.mp4,c03_20210202192103.mp4,113,11807,6474
c03_202101301115.mp4,c03_20210202210053.mp4,113,15604,6206
c03_202101301115.mp4,c03_20210203113412.mp4,113,13305,195
c03_202101301115.mp4,c03_20210203115110.mp4,113,6561,2383
c03_202101301115.mp4,c03_20210203121327.mp4,113,13784,10127
c03_202101301115.mp4,c03_20210203183221.mp4,113,14862,11930
c03_202101301115.mp4,c03_20210203210414.mp4,113,14049,643
c03_202101301115.mp4,c03_20210203225934.mp4,113,12943,4831
c03_202101301115.mp4,c03_20210204112809.mp4,113,22747,10898
c03_202101301115.mp4,c03_20210204114955.mp4,113,11828,4543
c03_202101301115.mp4,c03_20210204121203.mp4,113,23787,13106
c03_202101301115.mp4,c03_20210204200700.mp4,113,12344,11914
c03_202101301115.mp4,c03_20210204210448.mp4,113,3499,3165
c03_202101301115.mp4,c03_20210204230842.mp4,113,17852,6800
c03_202101301115.mp4,c03_20210205112939.mp4,113,19148,8188
c03_202101301115.mp4,c03_20210205115100.mp4,113,19119,2898
c03_202101301115.mp4,c03_20210205121750.mp4,113,12158,3162
c03_202101301115.mp4,c03_20210205183623.mp4,113,13696,5386
c03_202101301115.mp4,c03_20210205192050.mp4,113,17832,6888
c03_202101301115.mp4,c03_20210205205910.mp4,113,17885,8888
c03_202101301115.mp4,c03_20210206012026.mp4,113,13449,6699
c03_202101301115.mp4,c03_20210206111606.mp4,113,7334,1166
c03_202101301115.mp4,c03_20210206121432.mp4,113,18667,8676
c03_202101301115.mp4,c03_20210206185711.mp4,113,7844,4539
c03_202101301115.mp4,c03_20210206192143.mp4,113,12076,2857
c03_202101301115.mp4,c03_20210206205613.mp4,113,13335,4449
c03_202101301115.mp4,c03_20210207111759.mp4,113,11446,227
c03_202101301115.mp4,c03_20210207191926.mp4,113,9732,7759
c03_202101301115.mp4,c03_20210208183010.mp4,113,21359,15860
c03_202101301115.mp4,c03_20210208192513.mp4,113,14437,60
c03_202101301115.mp4,c03_20210209114925.mp4,113,9282,5644
c03_202101301115.mp4,c03_20210209121837.mp4,113,12226,1626
c03_202101301115.mp4,c03_20210209183358.mp4,113,11113,8378
c03_202101301115.mp4,c03_20210209183827.mp4,113,4701,318
c03_202101301115.mp4,c03_20210209192020.mp4,113,9821,7764
c03_202101301115.mp4,c03_20210209210241.mp4,113,18518,3131
c03_202101301115.mp4,c03_20210210112954.mp4,113,22474,7295
c03_202101301115.mp4,c03_20210210115119.mp4,113,12975,2243
c03_202101301115.mp4,c03_20210210121729.mp4,113,8892,3532
c03_202101301115.mp4,c03_20210210183333.mp4,113,15489,8919
c03_202101301115.mp4,c03_20210210191716.mp4,113,15850,12922
c03_202101301115.mp4,c03_20210210210319.mp4,113,10635,249
c03_202101301115.mp4,c03_20210211113417.mp4,113,6502,3461
c03_202101301115.mp4,c03_20210211115105.mp4,113,10278,2205
c03_202101301115.mp4,c03_20210211121610.mp4,113,25408,7548
c03_202101301115.mp4,c03_20210211183103.mp4,113,20259,13921
c03_202101301115.mp4,c03_20210211192235.mp4,113,7189,4995
c03_202101301115.mp4,c03_20210211205633.mp4,113,17800,15337
c03_202101301115.mp4,c03_20210211223733.mp4,113,12943,4501
c03_202101301115.mp4,c03_20210212113121.mp4,113,19474,4432
c03_202101301115.mp4,c03_20210212183553.mp4,113,5954,4882
c03_202101301115.mp4,c03_20210212192246.mp4,113,7219,4006
c03_202101301115.mp4,c03_20210212205843.mp4,113,28165,15836
c03_202101301115.mp4,c03_20210213111003.mp4,113,24657,11133
c03_202101301115.mp4,c03_20210213121721.mp4,113,11949,3928
c03_202101301115.mp4,c03_20210213185815.mp4,113,10809,2653
c03_202101301115.mp4,c03_20210213192238.mp4,113,16150,1893
c03_202101301115.mp4,c03_20210213200811.mp4,113,17317,1021
c03_202101301115.mp4,c03_20210213205800.mp4,113,10364,7741
c03_202101301115.mp4,c03_20210214185905.mp4,113,17951,1031
c03_202101301115.mp4,c03_20210214191638.mp4,113,20556,11248
c03_202101301115.mp4,c03_20210214210017.mp4,113,13567,10008
c03_202101301115.mp4,c03_20210214210646.mp4,113,18251,2208
c03_202101301115.mp4,c03_20210215113214.mp4,113,15517,6947
c03_202101301115.mp4,c03_20210215114424.mp4,113,21509,14680
c03_202101301115.mp4,c03_20210215121518.mp4,113,21453,9112
c03_202101301115.mp4,c03_20210215183246.mp4,113,18338,10189
c03_202101301115.mp4,c03_20210215183405.mp4,113,13360,7819
c03_202101301115.mp4,c03_20210215192111.mp4,113,18101,6450
c03_202101301115.mp4,c03_20210215210028.mp4,113,17643,9195
c03_202101301115.mp4,c03_20210216113413.mp4,113,7311,3422
c03_202101301115.mp4,c03_20210216114738.mp4,113,14170,8711
c03_202101301115.mp4,c03_20210216121636.mp4,113,22020,4981
c03_202101301115.mp4,c03_20210216183611.mp4,113,10090,4989
c03_202101301115.mp4,c03_20210216192102.mp4,113,27871,8769
c03_202101301115.mp4,c03_20210216210158.mp4,113,10157,5757
c03_202101301115.mp4,c03_20210217113350.mp4,113,16303,498
c03_202101301115.mp4,c03_20210217183353.mp4,113,11952,8786
c03_202101301115.mp4,c03_20210217192312.mp4,113,13811,4816
c03_202101301115.mp4,c03_20210217210144.mp4,113,8120,5030
c03_202101301115.mp4,c03_20210218112932.mp4,113,22624,7801
c03_202101301115.mp4,c03_20210218113541.mp4,113,13512,180
c03_202101301115.mp4,c03_20210218114619.mp4,113,18039,11246
c03_202101301115.mp4,c03_20210218121743.mp4,113,17193,4970
c03_202101301115.mp4,c03_20210218182902.mp4,113,22620,18205
c03_202101301115.mp4,c03_20210218192310.mp4,113,12882,5805
c03_202101301115.mp4,c03_20210218210149.mp4,113,16302,7545
c03_202101301115.mp4,c03_20210218224059.mp4,113,11438,5891
c03_202101301115.mp4,c03_20210219112722.mp4,113,15036,11324
c03_202101301115.mp4,c03_20210219112952.mp4,113,24901,6834
c03_202101301115.mp4,c03_20210219114803.mp4,113,19834,8137
c03_202101301115.mp4,c03_20210219121522.mp4,113,16628,7621
c03_202101301115.mp4,c03_20210219210312.mp4,113,5690,3961
c03_202101301115.mp4,c03_20210220111409.mp4,113,10184,5759
c03_202101301115.mp4,c03_20210220121502.mp4,113,9586,4556
c03_202101301115.mp4,c03_20210220185825.mp4,113,8861,2018
c03_202101301115.mp4,c03_20210220191935.mp4,113,7874,2502
c03_202101301115.mp4,c03_20210220200059.mp4,113,16571,12702
c03_202101301115.mp4,c03_20210220205754.mp4,113,19086,6312
c03_202101301115.mp4,c03_20210221111138.mp4,113,19270,9774
c03_202101301115.mp4,c03_20210221120248.mp4,113,9917,8308
c03_202101301115.mp4,c03_20210221185323.mp4,113,21787,11306
c03_202101301115.mp4,c03_20210221191757.mp4,113,5929,5011
c03_202101301115.mp4,c03_20210221210132.mp4,113,12856,10381
c03_202101301115.mp4,c03_20210222112939.mp4,113,12524,11292
c03_202101301115.mp4,c03_20210222121527.mp4,113,12102,3948
c03_202101301115.mp4,c03_20210222183045.mp4,113,13636,1045
c03_202101301115.mp4,c03_20210222191639.mp4,113,23913,8135
c03_202101301115.mp4,c03_20210222210147.mp4,113,12016,3727
c03_202101301115.mp4,c03_20210222224112.mp4,113,11388,5902
c03_202101301115.mp4,c03_20210223113028.mp4,113,9586,7261
c03_202101301115.mp4,c03_20210223114914.mp4,113,11890,6065
c03_202101301115.mp4,c03_20210223121031.mp4,113,14559,12643
c03_202101301115.mp4,c03_20210223183106.mp4,113,12017,394
c03_202101301115.mp4,c03_20210223191743.mp4,113,7338,6015
c03_202101301115.mp4,c03_20210223200318.mp4,113,23430,20014
c03_202101301115.mp4,c03_20210223210123.mp4,113,18790,4055
c03_202101301115.mp4,c03_20210224113520.mp4,113,11415,968
c03_202101301115.mp4,c03_20210224114932.mp4,113,11949,3811
c03_202101301115.mp4,c03_20210224121443.mp4,113,10515,5651
c03_202101301115.mp4,c03_20210224182114.mp4,113,18698,18146
c03_202101301115.mp4,c03_20210224210156.mp4,113,6261,4188
c03_202101301115.mp4,c03_20210225112959.mp4,113,15281,6498
c03_202101301115.mp4,c03_20210225114837.mp4,113,9223,5853
c03_202101301115.mp4,c03_20210225121122.mp4,113,12549,11457
c03_202101301115.mp4,c03_20210225182741.mp4,113,11743,6534
c03_202101301115.mp4,c03_20210225205723.mp4,113,16449,13389
c03_202101301115.mp4,c03_20210225223119.mp4,113,18998,10034
c03_202101301115.mp4,c03_20210226113036.mp4,113,19146,8081
c03_202101301115.mp4,c03_20210226114818.mp4,113,9973,6791
c03_202101301115.mp4,c03_20210226121204.mp4,113,15245,9944
c03_202101301115.mp4,c03_20210226183018.mp4,113,15065,1848
c03_202101301115.mp4,c03_20210226205712.mp4,113,16300,12661
c03_202101301115.mp4,c03_20210226235325.mp4,113,6713,5684
c03_202101301115.mp4,c03_20210227111615.mp4,113,5206,821
c03_202101301115.mp4,c03_20210227120941.mp4,113,21633,15501
c03_202101301115.mp4,c03_20210227185915.mp4,113,9199,886
c03_202101301115.mp4,c03_20210227191706.mp4,113,12434,4464
c03_202101301115.mp4,c03_20210227200816.mp4,113,10544,908
c03_202101301115.mp4,c03_20210227210323.mp4,113,6738,1540
c03_202101301115.mp4,c03_20210228120636.mp4,113,9461,73
c03_202101301115.mp4,c03_20210228185842.mp4,113,17741,2133
c03_202101301115.mp4,c03_20210228195811.mp4,113,8204,5997
c03_202101301115.mp4,c03_20210228210245.mp4,113,9107,8361
c03_202101301120.mp4,c03_20210131111530.mp4,175,10092,7577
c03_202101301120.mp4,c03_20210202113028.mp4,175,15789,13852
c03_202101301120.mp4,c03_20210203113412.mp4,175,13305,7947
c03_202101301120.mp4,c03_20210204112809.mp4,175,22747,17611
c03_202101301120.mp4,c03_20210205112939.mp4,175,19148,14471
c03_202101301120.mp4,c03_20210207111759.mp4,175,11446,3356
c03_202101301120.mp4,c03_20210208113644.mp4,175,9435,1290
c03_202101301120.mp4,c03_20210210112954.mp4,175,22474,13638
